income_lower,income_upper,Annual Income,Credit Score,Loan Principal ,Years,months,PMT_calc_1,PMT_calc_2,PMT_calc_3,Monthly Payment,percent_of_monthly_income,below_10%_monthly_income,below_20%_monthly_income,below_40%_monthly_income,credit_score_threshold,Loan Approval
35000,75000,"$38,656.00",514,"$27,691.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$861.36,26.74%,FALSE,FALSE,TRUE,740,Denied
35000,75000,"$62,597.00",730,"$44,028.00",2,24,0.00625,0.00725807511323252,0.161292018117204,"$1,981.24",37.98%,FALSE,FALSE,TRUE,740,Denied
60000,100000,"$83,849.00",331,"$3,941.00",2,24,0.00625,0.00725807511323252,0.161292018117204,$177.34,2.54%,TRUE,TRUE,TRUE,500,Denied
60000,100000,"$94,406.00",573,"$3,886.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$93.96,1.19%,TRUE,TRUE,TRUE,500,Approved
60000,100000,"$86,042.00",774,"$18,523.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$284.11,3.96%,TRUE,TRUE,TRUE,500,Approved
60000,100000,"$78,646.00",668,"$45,354.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$784.18,11.97%,FALSE,TRUE,TRUE,650,Approved
60000,100000,"$98,844.00",701,"$7,158.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$173.07,2.10%,TRUE,TRUE,TRUE,500,Approved
60000,100000,"$95,777.00",591,"$13,965.00",2,24,0.00625,0.00725807511323252,0.161292018117204,$628.42,7.87%,TRUE,TRUE,TRUE,500,Approved
60000,100000,"$64,352.00",787,"$6,137.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$106.11,1.98%,TRUE,TRUE,TRUE,500,Approved
60000,100000,"$77,758.00",484,"$40,546.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$481.29,7.43%,TRUE,TRUE,TRUE,500,Denied
60000,100000,"$98,695.00",389,"$29,647.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$594.07,7.22%,TRUE,TRUE,TRUE,500,Denied
60000,100000,"$67,135.00",563,"$5,474.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,$474.91,8.49%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$70,266.00",632,"$29,872.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$381.20,6.51%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$108,339.00",813,"$38,393.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$928.30,10.28%,FALSE,TRUE,TRUE,650,Approved
70000,125000,"$111,217.00",542,"$41,608.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$530.96,5.73%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$112,961.00",806,"$18,924.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$1,641.80",17.44%,FALSE,TRUE,TRUE,650,Approved
70000,125000,"$98,883.00",549,"$9,613.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$122.67,1.49%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$73,527.00",634,"$19,639.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$474.85,7.75%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$78,425.00",659,"$45,653.00",4,48,0.00625,0.00842874469589205,0.348599151342728,"$1,103.84",16.89%,FALSE,TRUE,TRUE,650,Approved
70000,125000,"$81,595.00",558,"$32,630.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$653.84,9.62%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$120,163.00",524,"$14,946.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$464.91,4.64%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$78,117.00",616,"$17,917.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$248.76,3.82%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$122,507.00",582,"$5,758.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$179.11,1.75%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$168,834.00",665,"$41,848.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$534.02,3.80%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$90,545.00",451,"$15,635.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$486.35,6.45%,TRUE,TRUE,TRUE,500,Denied
90000,175000,"$127,061.00",832,"$12,420.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$190.50,1.80%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$110,575.00",514,"$22,781.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$550.82,5.98%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$158,229.00",748,"$21,349.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$253.42,1.92%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$109,058.00",694,"$24,238.00",2,24,0.00625,0.00725807511323252,0.161292018117204,"$1,090.70",12.00%,FALSE,TRUE,TRUE,650,Approved
90000,175000,"$93,629.00",395,"$6,033.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$145.87,1.87%,TRUE,TRUE,TRUE,500,Denied
90000,175000,"$152,772.00",490,"$41,652.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$531.52,4.18%,TRUE,TRUE,TRUE,500,Denied
90000,175000,"$102,142.00",594,"$32,498.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$385.76,4.53%,TRUE,TRUE,TRUE,500,Approved
